Date,OUTPUT
,-
2023-06-20 09:14:30,"<li style=""padding-bottom:.5em"">Murphy, Coughlin, Scutari agree on framework for StayNJ senior tax cut deal (<a href=""https://newjerseyglobe.com/governor/murphy-coughlin-scutari-agree-on-framework-for-staynj-senior-tax-cut-deal/"">NJ Globe</a> / <a href=""https://www.roi-nj.com/2023/06/20/politics/official-staynj-deal-will-not-impact-sunset-of-2-cbt-surcharge/"">ROI-NJ</a> / <a href=""https://njbiz.com/framework-deal-reached-on-staynj-senior-property-tax-cut-plan/"">NJBIZ</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2023/06/19/staynj-property-tax-rebate-is-key-to-deal-on-nj-state-budget/70335952007/"">NorthJersey.com</a> / <a href=""https://www.app.com/story/news/new-jersey/2023/06/19/stay-nj-plan-how-much-will-seniors-save-on-taxes/70336300007/"">Asbury Park Press</a> / <a href=""https://www.njspotlightnews.org/video/murphy-dem-leaders-agree-to-tentative-deal-on-senior-property-tax-relief/"">NJ Spotlight News</a>)"
2023-06-18 20:21:35,"<li style=""padding-bottom:.5em"">Camden's Abandoned Homes Draw Focus at Town Hall Meeting (<a href=""https://www.tapinto.net/towns/camden/sections/government/articles/camden-s-abandoned-homes-draw-focus-at-town-hall-meeting"">TAPinto Camden</a>)"
2023-06-18 20:17:05,"<li style=""padding-bottom:.5em"">Out of court: How ShopRite/Kohl's shopping center owner will try again with Evesham zoning board (<a href=""https://www.70and73.com/news/out-of-court-how-shoprite-kohls-shopping-center-owner-will-try-again-with-evesham-zoning/article_b02ecaa6-0e20-11ee-970c-ef7b821a4b7d.html"">70and73.com</a>)"
2023-06-15 09:25:43,"<li style=""padding-bottom:.5em"">Construction and traffic and parking… oh boy! The impacts are being felt around town (<a href=""https://princetonperspectives.com/construction-and-traffic-and-parking-oh-boy-the-impacts-are-being-felt-around-town/"">Princeton Perspectives</a>)"
2023-06-20 09:13:41,"<li style=""padding-bottom:.5em"">Merck finalizes $10.8B Prometheus acquisition (<a href=""https://njbiz.com/merck-finalizes-10-8b-prometheus-acquisition/"">NJBIZ</a>)"
2023-06-20 09:13:22,"<li style=""padding-bottom:.5em"">Atlantic City designated as state’s 35th Transit Village (<a href=""https://njbiz.com/atlantic-city-designated-as-states-35th-transit-village/"">NJBIZ</a>)"
2023-06-20 09:12:49,"<li style=""padding-bottom:.5em"">Craig Guy has promised to prioritize affordability if elected Hudson County executive. Here is the county government’s role in housing (<a href=""https://www.nj.com/hudson/2023/06/craig-guy-has-promised-to-prioritize-affordability-if-elected-hudson-county-executive-here-is-the-county-governments-role-in-housing.html"">NJ.com</a>)"
2023-06-20 09:12:28,"<li style=""padding-bottom:.5em"">NJDOL awards $8.6M to support apprenticeship programs, diversity in construction (<a href=""https://www.roi-nj.com/2023/06/20/industry/njdol-awards-8-6m-to-support-apprenticeship-programs-diversity-in-construction/"">ROI-NJ</a>)"
2023-06-20 09:15:56,"<li style=""padding-bottom:.5em"">As a South Jersey borough’s Black population shrinks, residents say preserving history and culture becomes vital (<a href=""https://whyy.org/articles/nj-haddonfield-juneteenth-celebrations-walking-tour-preserving-black-history-and-culture/"">WHYY</a>)"
,-
2023-06-21 10:41:41,"<li style=""padding-bottom:.5em"">Once the Latin Casino, then Subaru HQ: Now a car dealership wants to locate on Cherry Hill property. (<a href=""https://www.70and73.com/news/once-the-latin-casino-then-subaru-hq-now-a-car-dealership-wants-to-locate-on/article_a495d2e4-0fd2-11ee-a6d2-43956d74a2e2.html"">70and73.com</a>)"
2023-06-20 09:45:39,"<li style=""padding-bottom:.5em"">Collingswood moves quickly on redeveloping presby church (<a href=""https://www.theretrospect.com/news/colls-moves-quickly-redeveloping-presby-church"">The Retrospect</a>)"
2023-06-21 11:00:11,"<li style=""padding-bottom:.5em"">Senate GOP’s stance on StayNJ: We don’t like it, but we’d probably vote for it (<a href=""https://newjerseyglobe.com/legislature/senate-gops-stance-on-staynj-we-dont-like-it-but-wed-probably-vote-for-it/"">NJ Globe</a>)"
2023-06-21 10:59:52,"<li style=""padding-bottom:.5em"">Begrimed jewel gets $191M makeover: Restoring Newark Penn as 'front door of the city' (<a href=""https://www.northjersey.com/story/news/transportation/2023/06/20/newark-penn-station-renovation-nj-transit-work/70183186007/"">NorthJersey.com</a>)"
2023-06-21 10:59:42,"<li style=""padding-bottom:.5em"">Nestlé workers rally to keep 75-year-old Freehold coffee plant open (<a href=""https://njbiz.com/nestle-workers-rally-to-keep-75-year-old-freehold-coffee-plant-open/"">NJBIZ</a>)"
2023-06-21 10:59:33,"<li style=""padding-bottom:.5em"">20 cell towers may go up along one of the Jersey Shore’s best-known beaches (<a href=""https://www.nj.com/monmouth/2023/06/20-cell-towers-may-go-up-along-one-of-the-jersey-shores-best-known-beaches.html"">NJ.com</a>)"
2023-06-21 10:58:58,"<li style=""padding-bottom:.5em"">Delford luxury apartment building tops out in Rochelle Park (<a href=""https://www.roi-nj.com/2023/06/21/real_estate/delford-luxury-apartment-building-tops-out-in-rochelle-park/"">ROI-NJ</a>)"
2023-06-21 10:58:41,"<li style=""padding-bottom:.5em"">Bridge Industrial acquires 115K sq. ft. industrial site in Linden with 5 acres of parking (<a href=""https://www.roi-nj.com/2023/06/21/real_estate/bridge-industrial-acquires-115k-sq-ft-industrial-site-in-linden-with-5-acres-of-parking/"">ROI-NJ</a>)"
2023-06-21 11:01:18,"<li style=""padding-bottom:.5em"">Opinion: StayNJ survived with Phil Murphy's input. Will it ever be a reality? We'll see. (<a href=""https://www.northjersey.com/story/news/columnists/charles-stile/2023/06/20/staynj-property-tax-credit-survives-nj-budget-murphy/70340200007/"">NorthJersey.com</a>)"
2023-06-21 11:03:40,"<li style=""padding-bottom:.5em"">Democratic leaders agree to boost ‘Anchor’ relief for seniors (<a href=""https://www.njspotlightnews.org/2023/06/nj-property-taxes-anchor-relief-program-seniors-democratic-leaders-agree-increase/"">NJ Spotlight News</a>)"
2023-06-21 11:02:44,"<li style=""padding-bottom:.5em"">Revised plan to cut property taxes for seniors draws supporters, skeptics (<a href=""https://www.njspotlightnews.org/video/revised-plan-to-cut-property-taxes-for-seniors-draws-supporters-skeptics/"">NJ Spotlight News</a>)"
,-
2023-06-22 06:49:28,"<li style=""padding-bottom:.5em"">Mega-warehouse developer submits new plans to Sparta Planning Board (<a href=""https://www.tapinto.net/towns/sparta/articles/mega-warehouse-developer-submits-new-plans-to-sparta-planning-board"">TAPinto Sparta</a>)"
2023-06-22 06:48:43,"<li style=""padding-bottom:.5em"">Cannabis lounge blossoms in East Orange: a haven for inclusion and community (<a href=""https://www.tapinto.net/towns/east-orange-slash-orange/articles/cannabis-lounge-blossoms-in-east-orange-a-haven-for-inclusion-and-community"">TAPinto East Orange/Orange</a>)"
2023-06-22 11:23:30,"<li style=""padding-bottom:.5em"">M Station West groundbreaking: Big win for Sanofi — and greater Morristown community (<a href=""https://www.roi-nj.com/2023/06/22/opinion/editors-desk/m-station-west-groundbreaking-big-win-for-sanofi-and-greater-morristown-community/"">ROI-NJ</a>)"
2023-06-22 11:25:09,"<li style=""padding-bottom:.5em"">Trenton leaders agree on StayNJ senior property tax plan (<a href=""https://njbiz.com/trenton-leaders-agree-on-staynj-senior-property-tax-plan/"">NJBIZ</a>)"
2023-06-22 11:25:01,"<li style=""padding-bottom:.5em"">Cushman & Wakefield arranges largest multifamily sale — $97.7M — in North Jersey since rise in interest rates (<a href=""https://www.roi-nj.com/2023/06/22/real_estate/cushman-wakefield-arranges-largest-multifamily-sale-97-7m-in-north-jersey-since-rise-in-interest-rates/"">ROI-NJ</a>)"
2023-06-22 11:24:19,"<li style=""padding-bottom:.5em"">MOU finalizes $305M allocation of federal funds for New Jersey’s Affordable Housing Production Fund (<a href=""https://www.roi-nj.com/2023/06/22/politics/mou-finalizes-305m-allocation-of-federal-funds-for-new-jerseys-affordable-housing-production-fund/"">ROI-NJ</a>)"
2023-06-22 11:23:57,"<li style=""padding-bottom:.5em"">Murphy touts 'fiscally responsible' StayNJ budget deal. Here's why (<a href=""https://www.app.com/story/news/new-jersey/2023/06/21/staynj-property-tax-cut-seniors-phil-murphy/70342850007/"">Asbury Park Press</a>)"
2023-06-22 11:24:40,"<li style=""padding-bottom:.5em"">NJEDA board approves tax credits for Trenton residential development project (<a href=""https://www.roi-nj.com/2023/06/22/real_estate/njeda-board-approves-tax-credits-for-trenton-residential-development-project/"">ROI-NJ</a>)"
2023-06-22 11:27:31,"<li style=""padding-bottom:.5em"">Governor Murphy, legislative leaders unveil compromise senior tax break plan (<a href=""https://newjerseymonitor.com/2023/06/21/governor-murphy-legislative-leaders-unveil-compromise-senior-tax-break-plan/"">NJ Monitor</a>)"
2023-06-22 11:27:10,"<li style=""padding-bottom:.5em"">New details on property-tax relief plan for seniors (<a href=""https://www.njspotlightnews.org/video/new-details-on-property-tax-relief-plan-for-seniors/"">NJ Spotlight News</a>)"
2023-06-22 11:27:04,"<li style=""padding-bottom:.5em"">Commentary: People aren’t fleeing New Jersey, no matter what a moving van company says (<a href=""https://newjerseymonitor.com/2023/06/22/people-arent-fleeing-new-jersey-no-matter-what-a-moving-van-company-says/"">NJ Monitor</a>)"
2023-06-22 11:26:19,"<li style=""padding-bottom:.5em"">Democratic leaders agree to boost ‘Anchor’ relief for seniors (<a href=""https://www.njspotlightnews.org/2023/06/nj-property-taxes-anchor-relief-program-seniors-democratic-leaders-agree-increase/"">NJ Spotlight News</a>)"
2023-06-22 11:28:05,"<li style=""padding-bottom:.5em"">Going up the country: Crossing Choir sings the economics of food (<a href=""https://whyy.org/articles/crossing-choir-bucks-county-farming-food-economics/"">WHYY</a>)"
2023-06-22 11:27:43,"<li style=""padding-bottom:.5em"">Why NJ seniors will wait years before property taxes are cut in half (<a href=""https://www.njspotlightnews.org/2023/06/property-tax-relief-gov-phil-murphy-new-jersey-homeowners-assembly-speaker-craig-coughlin-d-middlesex-senate-president-nicholas-scutari-d-union-sen-joseph-pennacchio-r-morris-anchor-senior-fre/"">NJ Spotlight News</a>)"
,-
2023-06-26 09:35:42,"<li style=""padding-bottom:.5em"">HUD awards nearly $500K in housing counseling grants to New Jersey (<a href=""https://www.roi-nj.com/2023/06/23/politics/hud-awards-nearly-500k-in-housing-counseling-grants-to-new-jersey/"">ROI-NJ</a>)"
2023-06-26 09:39:03,"<li style=""padding-bottom:.5em"">5-day ‘Achieve the Dream’ event aims to make it easier for Newark residents to buy homes (<a href=""https://www.roi-nj.com/2023/06/23/real_estate/5-day-achieve-the-dream-event-aims-to-make-it-easier-for-newark-residents-to-buy-homes/"">ROI-NJ</a>)"
2023-06-26 09:38:07,"<li style=""padding-bottom:.5em"">Asbury Park will demolish Lincoln Village, use 'Home Plate' to double number of apartments (<a href=""https://www.app.com/story/news/local/redevelopment/2023/06/26/affordable-housing-nj-asbury-park-lincoln-village-vacant-lot/70111963007/"">Asbury Park Press</a>)"
2023-06-26 09:37:26,"<li style=""padding-bottom:.5em"">Newark residents apply for affordable mortgages (<a href=""https://www.njspotlightnews.org/video/newark-residents-apply-for-affordable-mortgages/"">NJ Spotlight News</a>)"
2023-06-26 09:40:20,"<li style=""padding-bottom:.5em"">NJ Democrats convince Murphy to address senior property-tax concerns (<a href=""https://www.njspotlightnews.org/2023/06/nj-democrats-convince-murphy-to-address-senior-property-tax-concerns/"">NJ Spotlight News</a>)"
2023-06-26 09:39:59,"<li style=""padding-bottom:.5em"">In Perth Amboy, push for more development comes with portfolio incentivizing 5 areas (<a href=""https://www.roi-nj.com/2023/06/26/real_estate/in-perth-amboy-push-for-more-development-comes-with-portfolio-incentivizing-5-areas/"">ROI-NJ</a>)"
,-
2023-06-27 08:31:52,"<li style=""padding-bottom:.5em"">Prologis to acquire 14M sq. ft. Blackstone industrial portfolio in $3.1B deal (<a href=""https://www.roi-nj.com/2023/06/26/real_estate/prologis-to-acquire-14m-sq-ft-blackstone-industrial-portfolio-in-3-1b-deal/"">ROI-NJ</a>)"
2023-06-27 08:34:15,"<li style=""padding-bottom:.5em"">Pa. housing advocates say foreclosure prevention program is a ‘nightmare’ (<a href=""https://whyy.org/articles/pennsylvania-homeowner-assistance-fund-foreclosure-prevention-program-nightmare/"">WHYY</a>)"
2023-06-27 08:33:47,"<li style=""padding-bottom:.5em"">World Cup renovations to start at MetLife Stadium in December (<a href=""https://www.njspotlightnews.org/video/world-cup-renovations-to-start-at-metlife-stadium-in-december/"">NJ Spotlight News</a>)"
,-
2023-06-28 09:09:33,"<li style=""padding-bottom:.5em"">Nine years later, Chatham Township Committee receives grant money for sidewalk project on Lafayette Avenue and Spring Street (<a href=""https://www.tapinto.net/towns/chatham/articles/nine-years-later-chatham-township-committee-receives-grant-money-for-sidewalk-project-on-lafayette-avenue-and-spring-street"">TAPinto Chatham</a>)"
2023-06-28 09:45:44,"<li style=""padding-bottom:.5em"">Experts chat cannabusiness during NJBIZ’s latest virtual panel (<a href=""https://njbiz.com/experts-chat-cannabusiness-during-njbizs-latest-virtual-panel/"">NJBIZ</a>)"
2023-06-28 09:45:20,"<li style=""padding-bottom:.5em"">Downtown Westfield adds 5 new retailers (<a href=""https://njbiz.com/downtown-westfield-adds-5-new-retailers/"">NJBIZ</a>)"
2023-06-28 09:47:11,"<li style=""padding-bottom:.5em"">Devils Youth Foundation awards UCC $240,000 to fight hunger In Newark (<a href=""https://www.roi-nj.com/2023/06/28/lifestyle/food-hospitality/devils-youth-foundation-awards-ucc-240000-to-fight-hunger-in-newark/"">ROI-NJ</a>)"
2023-06-28 09:49:24,"<li style=""padding-bottom:.5em"">NJ disability programs to get $3.25 million investment grants (<a href=""https://www.app.com/story/news/2023/06/28/nj-disability-programs-investment-grants/70362642007/"">Asbury Park Press</a>)"
,-
2023-06-29 11:46:28,"<li style=""padding-bottom:.5em"">Gebroe-Hammer arranges Passaic County sales totaling $9.8M (<a href=""https://njbiz.com/gebroe-hammer-arranges-passaic-county-sales-totaling-9-8m/"">NJBIZ</a>)"
2023-06-29 11:48:45,"<li style=""padding-bottom:.5em"">Realtors see yet another spike in home prices across Pennsylvania, New Jersey, and Delaware (<a href=""https://whyy.org/articles/median-home-sale-price-spike-pennsylvania-new-jersey-delaware/"">WHYY</a>)"
2023-06-29 11:51:09,"<li style=""padding-bottom:.5em"">Gateway tunnel project gets $25M to kickstart construction on NJ side (<a href=""https://www.app.com/story/news/transportation/2023/06/28/gateway-tunnel-project-new-jersey-construction/70366203007/"">Asbury Park Press</a>)"
2023-06-29 11:50:18,"<li style=""padding-bottom:.5em"">Gaps in new Atlantic City bulkhead defeat its purpose, residents tell mayor (<a href=""https://pressofatlanticcity.com/news/local/govt-and-politics/gaps-in-new-atlantic-city-bulkhead-defeat-its-purpose-residents-tell-mayor/article_7b04e050-15e5-11ee-a3ad-4bf2437c4871.html"">Press of Atlantic City</a>)"
2023-06-29 11:52:49,"<li style=""padding-bottom:.5em"">Donations allow Mercy House to renovate rooms for residents (<a href=""https://www.nj.com/hudson/2023/06/donations-allow-mercy-house-to-renovate-rooms-for-residents-spotlight.html"">NJ.com</a>)"
2023-06-29 11:52:03,"<li style=""padding-bottom:.5em"">Hochul gives architects signal to proceed with designs for overhaul of NYC Penn Station (<a href=""https://www.northjersey.com/story/news/transportation/2023/06/28/nyc-penn-station-new-design-kathy-hochul-architects-proceed/70365327007/"">NorthJersey.com</a>)"
,-
2023-06-30 09:09:04,"<li style=""padding-bottom:.5em"">Residents of 34 Union Street push back against Montclair’s new housing plans (<a href=""https://baristanet.com/2023/06/residents-of-34-union-street-push-back-against-montclairs-new-housing-plans/"">Baristanet</a>)"
2023-07-03 09:31:12,"<li style=""padding-bottom:.5em"">$98M acquisition financing arranged for Passaic County multifamily property (<a href=""https://njbiz.com/98m-acquisition-financing-arranged-for-passaic-county-multifamily-property/"">NJBIZ</a>)"
2023-07-03 09:30:23,"<li style=""padding-bottom:.5em"">CJ Logistics and Korea Ocean Business Corp. to build large-scale logistics center in Secaucus (<a href=""https://www.roi-nj.com/2023/06/30/real_estate/cj-logistics-and-korea-ocean-business-corp-to-build-large-scale-logistics-center-in-secaucus/"">ROI-NJ</a>)"
2023-07-03 09:33:29,"<li style=""padding-bottom:.5em"">Atlantic City’s Shelburne Hotel was once slated to become a Benihana-themed resort (<a href=""https://billypenn.com/2023/07/02/atlantic-city-shelburne-hotel-history-benihana/"">Billy Penn</a>)"
2023-07-03 09:33:05,"<li style=""padding-bottom:.5em"">New Jersey recycling plant supplied glass for temporary I-95 fix (<a href=""https://whyy.org/articles/new-jersey-plant-recycled-glass-temporary-i-95-fix-burlington-county/"">WHYY</a>)"
2023-07-03 09:33:58,"<li style=""padding-bottom:.5em"">Senate says yes to $100M in Boardwalk funds (<a href=""https://pressofatlanticcity.com/news/local/senate-says-yes-to-100m-in-boardwalk-funds/article_c6527f38-177d-11ee-bc4e-af4d773cc6d2.html"">Press of Atlantic City</a>)"
2023-07-03 09:33:45,"<li style=""padding-bottom:.5em"">Local Finance Board waives downpayment for Lake Lenape Dam (<a href=""https://pressofatlanticcity.com/news/local/local-finance-board-waives-downpayment-for-lake-lenape-dam/article_46ffb3ec-16ae-11ee-b5db-a7b7373817f0.html"">Press of Atlantic City</a>)"
,-
2023-07-03 15:05:12,"<li style=""padding-bottom:.5em"">Five New Townhouses Proposed for Haddon Avenue in Camden (<a href=""https://www.tapinto.net/towns/camden/sections/development/articles/five-new-townhouses-proposed-for-haddon-avenue-in-camden"">TAPinto Camden</a>)"
2023-07-05 09:18:28,"<li style=""padding-bottom:.5em"">CJ Logistics and Korea Ocean Business Corp. to build large-scale logistics center in Secaucus (<a href=""https://www.roi-nj.com/2023/06/30/real_estate/cj-logistics-and-korea-ocean-business-corp-to-build-large-scale-logistics-center-in-secaucus/"">ROI-NJ</a>)"
2023-07-05 09:21:54,"<li style=""padding-bottom:.5em"">Industrial lot targeted for new affordable housing complex in North Philly (<a href=""https://whyy.org/articles/industrial-lot-targeted-for-new-affordable-housing-complex-in-north-philly/"">WHYY</a>)"
,-
2023-07-05 20:06:40,"<li style=""padding-bottom:.5em"">Newark approves cannabis shop near two fast food restaurants (<a href=""https://www.tapinto.net/towns/newark/sections/government/articles/newark-approves-cannabis-shop-near-two-fast-food-restaurants"">TAPinto Newark</a>)"
2023-07-05 16:41:44,"<li style=""padding-bottom:.5em"">David's Bridal to Close East Brunswick Location (<a href=""https://www.tapinto.net/towns/east-brunswick/sections/business-and-finance/articles/david-s-bridal-to-close-east-brunswick-location"">TAPinto East Brunswick</a>)"
2023-07-06 09:26:12,"<li style=""padding-bottom:.5em"">Bidding war for South Orange apartment building yields $4.1M sale; $300K over asking price (<a href=""https://www.roi-nj.com/2023/07/06/real_estate/bidding-war-for-south-orange-apartment-building-yields-4-1m-sale-300k-over-asking-price/"">ROI-NJ</a>)"
2023-07-06 09:25:59,"<li style=""padding-bottom:.5em"">Fennelly facilitates $2.95M trade of 10,000 sq. ft. medical office building in East Windsor (<a href=""https://www.roi-nj.com/2023/07/06/real_estate/fennelly-facilitates-2-95m-trade-of-10000-sq-ft-medical-office-building-in-east-windsor/"">ROI-NJ</a>)"
2023-07-06 09:28:46,"<li style=""padding-bottom:.5em"">NJ recycling plant supplied glass for temporary I-95 fix (<a href=""https://www.njspotlightnews.org/2023/07/nj-recycling-plant-supplied-glass-for-temporary-i-95-fix/"">NJ Spotlight News</a>)"
2023-07-06 09:26:54,"<li style=""padding-bottom:.5em"">$37.7M Stone Harbor beach project nears completion (<a href=""https://pressofatlanticcity.com/news/local/37-7m-stone-harbor-beach-project-nears-completion/article_3bd019b2-1b81-11ee-87be-f395114ef42c.html"">Press of Atlantic City</a>)"
2023-07-06 09:30:35,"<li style=""padding-bottom:.5em"">Ocean County's first legal weed store set to open doors. Meet the owners (<a href=""https://www.app.com/story/news/local/2023/07/06/ocean-county-nj-legal-weed-dispensary-recreational-cannabis-social-leaf/70380610007/"">Asbury Park Press</a>)"
,-
2023-07-06 10:40:46,"<li style=""padding-bottom:.5em"">Camden City to Partner with Chef Aaron McCargo, Jr. to Redevelop Historic Property as 'Food Innovation Center' (<a href=""https://www.njpen.com/camden-city-to-partner-with-chef-aaron-mccargo-jr-to-redevelop-historic-property-as-food-innovation-center/"">NJ Pen</a>)"
2023-07-09 15:43:44,"<li style=""padding-bottom:.5em"">Ocean County’s First Recreational Cannabis Shop Opens (<a href=""https://www.jerseyshoreonline.com/berkeley/ocean-countys-first-recreational-cannabis-shop-opens/"">Jersey Shore Online</a>)"
2023-07-10 10:01:39,"<li style=""padding-bottom:.5em"">Gateway tunnel project beneath Hudson to get key boost with $6.9 billion federal grant (<a href=""https://www.northjersey.com/story/news/transportation/2023/07/06/gateway-tunnel-project-gets-billions-federal-grant-schumer-amtrak-njtransit/70388010007/"">NorthJersey.com</a>)"
2023-07-10 10:00:45,"<li style=""padding-bottom:.5em"">Hudson Tunnel Project to get $6.88B; largest transit grant ever awarded (<a href=""https://www.roi-nj.com/2023/07/07/industry/hudson-tunnel-project-to-get-6-88b-largest-transit-grant-ever-awarded/"">ROI-NJ</a>)"
2023-07-10 09:59:42,"<li style=""padding-bottom:.5em"">(RENDERINGS) Next big project for Newark: Five-tower, 2,500-unit mixed-use community on old IDT property (<a href=""https://www.roi-nj.com/2023/07/10/real_estate/next-big-project-for-newark-five-tower-2500-unit-mixed-use-community-on-old-idt-property-renderings/"">ROI-NJ</a>)"
2023-07-10 10:03:36,"<li style=""padding-bottom:.5em"">New effort to fight homelessness in Ocean County (<a href=""https://www.njspotlightnews.org/video/new-effort-to-fight-homelessness-in-ocean-county/"">NJ Spotlight News</a>)"
2023-07-10 10:04:42,"<li style=""padding-bottom:.5em"">$37.7M Stone Harbor beach project nears completion (<a href=""https://pressofatlanticcity.com/news/local/37-7m-stone-harbor-beach-project-nears-completion/article_5bd57312-1d00-11ee-94c0-3f7e6b2cadbf.html"">Press of Atlantic City</a>)"
2023-07-10 10:03:50,"<li style=""padding-bottom:.5em"">Food banks helping more people than ever in Camden, volunteers say (<a href=""https://www.njspotlightnews.org/video/food-banks-helping-more-people-than-ever-in-camden-volunteers-say/"">NJ Spotlight News</a>)"
,-
2023-07-11 14:00:59,"<li style=""padding-bottom:.5em"">Demolitions make way for affordable housing in Trenton (<a href=""https://mailchi.mp/72a2b8d4d263/does-the-mayor-have-plans-to-employ-trentonians-during-the-revitalization-of-sanford-street-neighborhood?e=9162598e9a"">Trenton Journal</a>)"
2023-07-10 21:29:27,"<li style=""padding-bottom:.5em"">Cannabis stores? 'We don't need it in Cherry Hill,' some residents say at Council's public forum (<a href=""https://www.70and73.com/news/cannabis-stores-we-dont-need-it-in-cherry-hill-some-residents-say-at-councils-public/article_03934194-1f48-11ee-9fd9-a75e76da9da3.html"">70and73.com</a>)"
2023-07-10 18:19:13,"<li style=""padding-bottom:.5em"">Camden/Pennsauken Trail Development Gets $19 million from Feds (<a href=""https://www.tapinto.net/towns/camden/sections/development/articles/camden-pennsauken-trail-development-gets-19-million-from-feds"">TAPinto Camden</a>)"
2023-07-10 18:17:21,"<li style=""padding-bottom:.5em"">Honoring Roland Traynor: Camden Riverfront Stage dedicated to longtime county concert planner (<a href=""https://www.70and73.com/news/honoring-roland-traynor-camden-riverfront-stage-dedicated-to-longtime-county-concert-planner/article_0c42b354-1f4a-11ee-9085-b746f5fdcc14.html"">70and73.com</a>)"
2023-07-10 18:16:41,"<li style=""padding-bottom:.5em"">Since 1959, Route 70 traffic whizzed by Lou and Ann's Deli in Cherry Hill; generations of customers (<a href=""https://www.70and73.com/news/since-1959-route-70-traffic-whizzed-by-lou-and-anns-deli-in-cherry-hill-generations/article_19bba610-1cc7-11ee-a818-d3215597b104.html"">70and73.com</a>)"
2023-07-10 10:59:21,"<li style=""padding-bottom:.5em"">Heights Historic green lights church’s partial demolition (<a href=""https://www.theretrospect.com/news/heights-historic-green-lights-churchs-partial-demolition"">The Retrospect</a>)"
2023-07-11 14:13:16,"<li style=""padding-bottom:.5em"">Nearly $400M awarded in capital facilities grants (<a href=""https://njbiz.com/nearly-400m-awarded-in-capital-facilities-grants/"">NJBIZ</a>)"
2023-07-11 14:16:21,"<li style=""padding-bottom:.5em"">NJ Transit signs controversial lease with Onyx for pricey new HQ (<a href=""https://www.app.com/story/news/watchdog/2023/07/11/nj-transit-signs-lease-with-onyx-for-new-hq-lease-remains-secret/70338070007/"">Asbury Park Press</a>)"
2023-07-11 14:15:59,"<li style=""padding-bottom:.5em"">Pleasantville plans new park at old Jokers' Field (<a href=""https://pressofatlanticcity.com/news/local/pleasantville-new-park/article_ceae9394-1f87-11ee-b30f-b3ff65c27ad8.html"">Press of Atlantic City</a>)"
2023-07-11 14:15:52,"<li style=""padding-bottom:.5em"">Halfway through memorandum period, here's what DEEM has done on Bader Field (<a href=""https://pressofatlanticcity.com/news/local/bader-field-deem-development/article_e7a08938-1f29-11ee-8e98-73e84e7ff270.html"">Press of Atlantic City</a>)"
2023-07-11 14:15:42,"<li style=""padding-bottom:.5em"">Atlantic City Housing Authority meeting to raise maintenance salaries, award contract (<a href=""https://pressofatlanticcity.com/news/local/government-politics/atlantic-city-housing-authority-meeting-to-raise-maintenance-salaries-award-contract/article_c796943a-1ff5-11ee-8b6f-474836e4c4a3.html"">Press of Atlantic City</a>)"
2023-07-11 14:15:29,"<li style=""padding-bottom:.5em"">New funding hopes to spur more parklets in Philly, spot-greening the streets with oases of calm (<a href=""https://billypenn.com/2023/07/11/parklets-philadelphia-smartboxphl-outdoor-seating/"">Billy Penn</a>)"
2023-07-11 14:17:44,"<li style=""padding-bottom:.5em"">Old N.J. church is half-demolished; what about the other half? (<a href=""https://www.nj.com/essex/2023/07/old-nj-church-is-half-demolished-what-about-the-other-half.html"">NJ.com</a>)"
,-
2023-07-11 18:09:33,"<li style=""padding-bottom:.5em"">Indie Game Developer Button Shy Opens Gaming Cafe, Play-Test Shop in Haddon Township (<a href=""https://www.njpen.com/indie-game-developer-button-shy-opens-gaming-cafe-play-test-shop-in-haddon-township/"">NJ Pen</a>)"
2023-07-11 18:08:58,"<li style=""padding-bottom:.5em"">Haddonfield Lands $5M in State Funds to Build New Police Station (<a href=""https://www.njpen.com/haddonfield-lands-5m-in-state-funds-to-build-new-police-station/"">NJ Pen</a>)"
2023-07-11 14:25:23,"<li style=""padding-bottom:.5em"">Approval sought for 4 new 40-story buildings in downtown Newark (<a href=""https://www.tapinto.net/towns/newark/sections/real-estate/articles/approval-sought-for-4-new-40-story-buildings-in-downtown-newark"">TAPinto Newark</a>)"
2023-07-12 10:06:23,"<li style=""padding-bottom:.5em"">SEPTA hits pause button on $48M suburban park and ride (<a href=""https://whyy.org/articles/pa-septa-pause-on-suburban-park-and-ride-conshohocken-montgomery-county/"">WHYY</a>)"
2023-07-12 10:08:40,"<li style=""padding-bottom:.5em"">Dozens of legal weed stores to open in N.J. soon, cannabis industry buzzing ahead of July 20 networking event (<a href=""https://www.nj.com/marijuana/2023/07/dozens-of-legal-weed-stores-to-open-in-nj-soon-cannabis-industry-buzzing-ahead-of-july-20-networking-event.html"">NJ.com</a>)"
,-
2023-07-12 23:28:22,"<li style=""padding-bottom:.5em"">Scotch Plains Council introduces Plainfield Ave. redevelopment plan; police, fire and rescue squad would move to new location (<a href=""https://www.tapinto.net/towns/scotch-plains-slash-fanwood/articles/scotch-plains-council-introduces-plainfield-ave-redevelopment-plan-police-fire-and-rescue-squad-would-move-to-new-location"">TAPinto Scotch Plains/Fanwood</a>)"
2023-07-13 10:01:27,"<li style=""padding-bottom:.5em"">Good news for renters: North Jersey is no longer hottest market in U.S. — Bad news: It’s No. 2 (<a href=""https://www.roi-nj.com/2023/07/12/real_estate/good-news-for-renters-north-jersey-is-no-longer-hottest-market-in-u-s-bad-news-its-no-2/"">ROI-NJ</a>)"
